customerID,Churn,Genero,Cliente_Jubilado,Pareja,Dependientes,Meses_Como_Cliente,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
7131-ZQZNK,False,Mujer,False,True,True,60,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Bianual,False,Credit card (automatic),59.85,3590.2,2.0
7132-EASOG,False,Hombre,False,True,True,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,20.65,150.0,0.69
7133-VBDCG,True,Mujer,False,False,False,25,True,No,Fiber optic,Yes,Yes,No,No,No,No,Mensual,True,Bank transfer (automatic),79.85,2015.35,2.66
7134-HBPBS,False,Mujer,True,False,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),108.1,7774.05,3.6
7134-MJPDY,False,Mujer,True,False,False,66,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Anual,True,Credit card (automatic),102.85,6976.75,3.43
7136-IHZJA,False,Mujer,False,True,True,40,True,No,DSL,Yes,Yes,No,Yes,No,Yes,Mensual,True,Mailed check,71.35,2847.2,2.38
7136-RVDTZ,True,Hombre,True,False,False,70,False,No phone service,DSL,No,No,No,No,Yes,Yes,Anual,True,Electronic check,45.25,3264.45,1.51
7137-NAXML,False,Hombre,False,False,False,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Bank transfer (automatic),20.15,405.6,0.67
7137-RYLPP,True,Hombre,True,True,False,37,True,Yes,Fiber optic,No,No,No,No,Yes,No,Mensual,True,Electronic check,85.7,3171.15,2.86
7138-GIRSH,False,Hombre,False,False,False,50,True,Yes,DSL,No,No,Yes,Yes,No,Yes,Bianual,False,Bank transfer (automatic),69.5,3418.2,2.32
7139-JZFVG,False,Hombre,False,True,True,60,True,No,DSL,Yes,Yes,Yes,No,No,No,Bianual,False,Bank transfer (automatic),60.5,3694.45,2.02
7140-ADSMJ,False,Hombre,False,False,False,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Credit card (automatic),20.45,162.3,0.68
7142-HVGBG,True,Hombre,True,True,False,43,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,True,Electronic check,103.0,4414.3,3.43
7143-BQIBA,False,Hombre,False,False,False,10,True,No,DSL,Yes,No,No,Yes,Yes,No,Mensual,False,Bank transfer (automatic),62.25,612.95,2.08
7145-FEJWU,False,Mujer,False,False,True,12,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,True,Electronic check,105.3,1275.65,3.51
7147-AYBAA,False,Hombre,False,False,False,37,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Mailed check,70.35,2552.9,2.34
7148-XZPHA,False,Hombre,False,True,True,55,True,No,Fiber optic,No,Yes,No,Yes,No,No,Mensual,False,Electronic check,79.4,4238.45,2.65
7153-CHRBV,False,Mujer,False,True,True,57,True,No,DSL,Yes,No,Yes,Yes,No,No,Anual,True,Mailed check,59.3,3274.35,1.98
7153-OANIO,True,Hombre,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Mensual,False,Electronic check,69.95,69.95,2.33
7156-MHUGY,True,Hombre,True,False,False,13,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,90.5,1201.15,3.02
7156-MXBJE,False,Mujer,False,False,False,43,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Anual,False,Credit card (automatic),85.1,3662.25,2.84
7157-SMCFK,False,Hombre,False,False,True,61,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,19.75,1124.2,0.66
7159-FVYPK,False,Mujer,False,True,True,3,True,Yes,DSL,No,Yes,Yes,No,Yes,No,Mensual,True,Bank transfer (automatic),69.15,235.0,2.31
7159-NOKYQ,False,Hombre,False,True,False,67,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Bianual,True,Electronic check,93.15,6368.2,3.1
7161-DFHUF,False,Mujer,False,True,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,23.85,1672.1,0.8
7162-WPHPM,False,Hombre,False,True,True,58,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Bianual,False,Credit card (automatic),71.6,4230.25,2.39
7163-OCEQI,False,Hombre,False,True,True,22,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Anual,True,Mailed check,78.65,1663.75,2.62
7164-BPTUT,False,Hombre,False,False,True,57,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,False,Mailed check,89.55,5012.35,2.98
7165-CNJFG,False,Hombre,True,True,False,35,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Mensual,True,Electronic check,94.55,3365.4,3.15
7167-PCEYD,False,Hombre,False,False,False,67,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,True,Mailed check,19.8,1311.3,0.66
7168-HDQHG,False,Mujer,False,True,True,36,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Bank transfer (automatic),19.2,702.9,0.64
7169-YWAMK,False,Hombre,False,True,True,72,True,No,DSL,Yes,Yes,No,Yes,Yes,No,Bianual,False,Bank transfer (automatic),68.4,4855.35,2.28
7173-TETGO,False,Mujer,True,True,False,72,True,Yes,Fiber optic,Yes,No,No,No,No,No,Bianual,False,Bank transfer (automatic),78.5,5602.25,2.62
7175-NTIXE,False,Mujer,False,False,False,25,True,No,DSL,Yes,No,No,Yes,Yes,Yes,Mensual,True,Credit card (automatic),76.15,1992.95,2.54
7176-WIONM,False,Mujer,False,True,False,12,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mensual,True,Bank transfer (automatic),49.85,617.15,1.66
7176-WRTNX,False,Hombre,False,False,False,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),114.95,7711.25,3.83
7180-PISOG,True,Hombre,False,True,True,1,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,74.5,74.5,2.48
7181-BQYBV,True,Mujer,False,True,True,1,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,102.45,102.45,3.42
7181-OQCUT,False,Hombre,False,False,False,21,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mensual,False,Mailed check,103.85,2215.0,3.46
7182-OVLBJ,False,Mujer,False,True,True,62,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Bianual,True,Bank transfer (automatic),101.15,6638.35,3.37
7184-LRUUR,False,Mujer,False,False,False,22,True,No,DSL,No,Yes,Yes,No,Yes,No,Anual,False,Bank transfer (automatic),65.25,1441.8,2.17
7188-CBBBA,False,Mujer,False,False,False,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Anual,True,Electronic check,95.5,6153.85,3.18
7190-XHTWJ,False,Mujer,False,False,False,38,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,19.3,755.5,0.64
7191-ADRGF,False,Hombre,False,True,False,44,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Bianual,False,Bank transfer (automatic),54.3,2390.45,1.81
7196-LIWRH,False,Mujer,False,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,19.55,124.45,0.65
7197-VOJMM,False,Hombre,False,True,False,67,True,No,DSL,Yes,Yes,No,Yes,No,Yes,Bianual,True,Credit card (automatic),69.2,4671.65,2.31
7198-GLXTC,True,Hombre,False,False,False,2,True,No,Fiber optic,No,No,No,No,Yes,No,Mensual,False,Electronic check,79.0,143.65,2.63
7203-OYKCT,False,Hombre,False,False,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Anual,True,Electronic check,104.95,7544.3,3.5
7205-BAIAD,False,Mujer,False,False,False,40,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,True,Bank transfer (automatic),20.6,827.3,0.69
7206-GZCDC,True,Mujer,True,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,69.25,69.25,2.31
7206-PQBBZ,False,Hombre,True,True,False,11,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,70.2,834.7,2.34
7207-RMRDB,True,Mujer,False,True,True,65,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,True,Electronic check,105.5,6985.65,3.52
7208-PSIHR,False,Mujer,False,True,False,70,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),104.3,7188.5,3.48
7209-JCUDS,True,Hombre,False,False,False,10,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,94.9,1048.85,3.16
7216-EWTRS,True,Mujer,True,True,False,1,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,100.8,100.8,3.36
7216-KAOID,False,Hombre,False,True,True,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Bank transfer (automatic),19.5,798.2,0.65
7217-JYHOQ,False,Hombre,False,True,True,24,True,No,DSL,Yes,Yes,No,Yes,No,Yes,Mensual,True,Credit card (automatic),70.3,1706.45,2.34
7218-HKQFK,True,Hombre,False,True,False,2,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Mensual,True,Electronic check,94.2,167.5,3.14
7219-TLZHO,False,Mujer,False,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,20.85,62.9,0.7
7225-CBZPL,False,Hombre,True,True,False,17,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,94.8,1563.9,3.16
7225-IILWY,False,Hombre,False,True,True,68,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,25.75,1686.15,0.86
7228-OMTPN,True,Hombre,False,False,False,4,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,88.45,370.65,2.95
7228-PAQPD,False,Mujer,False,False,False,14,True,No,DSL,No,No,No,Yes,No,Yes,Anual,False,Credit card (automatic),59.1,772.85,1.97
7233-DRTRF,False,Hombre,False,True,False,63,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,True,Electronic check,102.4,6444.05,3.41
7233-IOQNP,False,Mujer,False,True,False,43,False,No phone service,DSL,Yes,No,No,Yes,No,No,Mensual,False,Bank transfer (automatic),34.0,1505.35,1.13
7233-PAHHL,False,Hombre,False,True,True,66,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Bianual,True,Mailed check,84.0,5714.25,2.8
7234-FECYN,True,Mujer,True,False,False,8,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,False,Electronic check,101.35,780.5,3.38
7234-KMNRQ,False,Hombre,False,False,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.0,73.45,0.63
7235-NXZCP,True,Hombre,True,False,False,2,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Mailed check,74.85,156.4,2.49
7239-HZZCX,True,Hombre,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.75,19.75,0.66
7240-ETPTR,True,Mujer,False,True,False,9,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,48.75,442.2,1.62
7240-FQLHE,True,Mujer,True,True,False,18,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensual,False,Bank transfer (automatic),99.75,1836.25,3.32
7241-AJHFS,False,Hombre,False,False,False,32,True,Yes,Fiber optic,Yes,No,No,Yes,No,No,Mensual,False,Bank transfer (automatic),87.65,2766.4,2.92
7242-EDTYC,False,Hombre,False,False,True,44,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),19.55,819.95,0.65
7242-QZLXF,True,Hombre,False,False,True,1,False,No phone service,DSL,No,No,No,No,No,No,Mensual,True,Electronic check,25.3,25.3,0.84
7243-LCGGZ,False,Mujer,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,20.9,20.9,0.7
7244-KXYZN,False,Mujer,False,False,False,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Credit card (automatic),20.45,527.35,0.68
7244-QWYHG,False,Hombre,False,True,False,50,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Anual,True,Bank transfer (automatic),44.45,2188.45,1.48
7245-JMTTQ,False,Mujer,False,False,False,51,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Anual,True,Electronic check,111.5,5703.25,3.72
7245-NIIWQ,False,Mujer,False,False,False,3,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,69.85,199.85,2.33
7246-ZGQDF,False,Mujer,False,False,True,1,True,No,DSL,Yes,No,No,Yes,No,No,Mensual,False,Electronic check,54.5,54.5,1.82
7247-XOZPB,False,Hombre,False,True,False,53,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Anual,False,Bank transfer (automatic),77.4,4155.95,2.58
7248-VZQLC,True,Mujer,True,False,False,47,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mensual,True,Bank transfer (automatic),85.2,3969.35,2.84
7249-WBIYX,True,Hombre,False,True,False,10,True,Yes,Fiber optic,No,No,No,No,Yes,No,Mensual,True,Electronic check,85.6,813.85,2.85
7250-EQKIY,True,Mujer,False,True,True,1,True,No,DSL,No,No,Yes,No,No,No,Mensual,False,Mailed check,50.45,50.45,1.68
7251-LJBQN,False,Mujer,True,False,False,40,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Anual,True,Credit card (automatic),103.75,4188.4,3.46
7251-XFOIL,False,Mujer,False,False,False,61,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Mensual,False,Mailed check,89.2,5500.6,2.97
7252-NTGSS,False,Mujer,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mensual,False,Mailed check,45.15,45.15,1.5
7253-UVNDW,True,Mujer,False,False,False,46,True,No,DSL,No,No,Yes,Yes,No,No,Bianual,False,Credit card (automatic),54.35,2460.15,1.81
7254-IQWOZ,True,Hombre,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,69.65,69.65,2.32
7255-SSFBC,False,Hombre,False,True,True,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),112.25,8041.65,3.74
7266-GSSJX,False,Hombre,False,True,True,11,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Electronic check,20.45,250.8,0.68
7267-FRMJW,False,Mujer,False,True,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,20.1,486.05,0.67
7268-IGMFD,False,Hombre,True,False,False,18,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Mensual,False,Bank transfer (automatic),93.9,1743.9,3.13
7268-WNTCP,False,Hombre,False,True,True,62,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),20.45,1297.35,0.68
7269-JISCY,False,Mujer,False,False,False,55,True,No,DSL,No,No,No,No,No,No,Anual,False,Bank transfer (automatic),45.05,2462.6,1.5
7270-BDIOA,True,Mujer,False,False,False,22,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Mensual,True,Electronic check,90.0,1993.8,3.0
7271-AJDTL,False,Mujer,False,True,False,55,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Mensual,True,Credit card (automatic),94.45,5073.1,3.15
7272-QDCKA,False,Hombre,False,False,False,28,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Anual,False,Electronic check,100.2,2688.45,3.34
7273-TEFQD,True,Hombre,True,False,False,3,False,No phone service,DSL,No,No,Yes,No,No,Yes,Mensual,True,Electronic check,41.15,132.2,1.37
7274-CGTOD,False,Hombre,False,False,False,62,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Bianual,True,Bank transfer (automatic),43.7,2618.3,1.46
7274-RTAPZ,True,Hombre,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,90.55,90.55,3.02
7277-KAMWT,False,Hombre,False,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),20.0,268.45,0.67
7277-OZCGZ,False,Mujer,False,False,False,22,True,No,Fiber optic,Yes,No,No,Yes,No,Yes,Mensual,True,Electronic check,89.05,1886.25,2.97
7278-CKDNC,False,Hombre,True,False,False,24,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Electronic check,80.5,2088.45,2.68
7278-VXADF,False,Hombre,True,True,False,16,True,Yes,Fiber optic,No,No,No,No,Yes,No,Mensual,True,Credit card (automatic),85.05,1391.15,2.84
7279-BUYWN,True,Mujer,True,False,False,41,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mensual,True,Electronic check,113.2,4689.5,3.77
7279-NMVJC,False,Mujer,False,False,False,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Bank transfer (automatic),19.9,323.15,0.66
7284-BUYEC,False,Mujer,False,False,False,5,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mensual,True,Credit card (automatic),50.95,229.4,1.7
7284-ZZLOH,False,Hombre,False,True,False,45,True,No,DSL,Yes,No,Yes,No,No,No,Bianual,False,Credit card (automatic),53.3,2296.25,1.78
7285-KLOTR,False,Mujer,False,True,False,12,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Anual,False,Electronic check,78.85,876.75,2.63
7291-CDTMJ,False,Hombre,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Bank transfer (automatic),19.65,19.65,0.65
7293-LSCDV,False,Mujer,False,True,True,60,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,True,Credit card (automatic),19.25,1103.25,0.64
7294-TMAOP,True,Mujer,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,False,Electronic check,90.55,90.55,3.02
7295-EXSMO,False,Mujer,True,False,False,3,True,No,Fiber optic,No,No,Yes,No,No,No,Mensual,False,Mailed check,75.05,202.9,2.5
7295-JOMMD,True,Mujer,False,False,True,4,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensual,True,Bank transfer (automatic),98.1,396.3,3.27
7296-PIXQY,False,Mujer,False,True,True,14,True,No,Fiber optic,No,No,No,No,No,No,Mensual,False,Electronic check,70.2,1046.5,2.34
7297-DVYGA,False,Mujer,False,False,False,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,True,Bank transfer (automatic),19.85,996.95,0.66
7298-IZWLY,False,Mujer,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,19.4,19.4,0.65
7299-GNVPL,False,Mujer,False,True,True,23,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,Mensual,False,Mailed check,84.4,1936.85,2.81
7301-ABVAD,False,Mujer,False,False,False,72,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bianual,False,Bank transfer (automatic),86.6,6350.5,2.89
7302-ZHMHP,False,Mujer,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.15,19.15,0.64
7305-PAPOZ,False,Mujer,True,True,False,31,True,Yes,Fiber optic,No,No,No,No,No,Yes,Mensual,True,Electronic check,84.85,2633.4,2.83
7305-ZWMAJ,False,Hombre,False,True,False,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Credit card (automatic),20.7,587.1,0.69
7306-YDSOI,False,Hombre,False,True,True,69,True,No,DSL,Yes,Yes,Yes,No,No,No,Bianual,True,Bank transfer (automatic),59.75,4069.9,1.99
7310-EGVHZ,False,Hombre,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Bank transfer (automatic),20.2,20.2,0.67
7311-MQJCH,False,Mujer,False,False,False,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Electronic check,19.55,99.6,0.65
7312-XSBAT,False,Hombre,False,False,False,1,True,No,DSL,Yes,No,No,No,No,No,Mensual,False,Electronic check,49.75,49.75,1.66
7314-OXENN,True,Hombre,False,False,False,2,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Electronic check,82.0,184.65,2.73
7315-WYOAW,False,Hombre,False,False,False,13,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensual,False,Electronic check,100.75,1313.25,3.36
7317-GGVPB,True,Hombre,False,True,False,71,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bianual,True,Credit card (automatic),108.6,7690.9,3.62
7318-EIVKO,False,Hombre,False,False,False,8,True,Yes,DSL,No,No,No,No,Yes,No,Mensual,True,Electronic check,59.25,436.6,1.98
7319-VENRZ,False,Hombre,False,False,False,7,True,No,DSL,No,No,Yes,Yes,Yes,No,Mensual,False,Bank transfer (automatic),64.3,445.95,2.14
7319-ZNRTR,False,Hombre,False,True,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Electronic check,19.6,411.15,0.65
7321-KKSDU,False,Hombre,False,False,True,32,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,20.5,696.8,0.68
7321-PKUYW,True,Mujer,False,False,False,11,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Mensual,False,Electronic check,90.15,987.95,3.01
7321-VGNKU,False,Mujer,False,True,False,2,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,70.35,120.25,2.34
7321-ZNSLA,False,Hombre,False,True,True,13,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,Bianual,False,Mailed check,40.55,590.35,1.35
7322-OCWHC,False,Hombre,True,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Bianual,True,Bank transfer (automatic),93.05,6735.05,3.1
7325-ENZFI,False,Mujer,False,False,False,39,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,Anual,True,Bank transfer (automatic),40.3,1630.4,1.34
7326-RIGQZ,False,Hombre,False,True,True,6,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,69.8,377.85,2.33
7328-OWMOM,False,Mujer,False,False,True,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Credit card (automatic),20.1,589.25,0.67
7328-ZJAJO,False,Mujer,False,True,True,59,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),19.5,1222.65,0.65
7330-WZLNC,True,Mujer,False,False,False,5,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mensual,True,Electronic check,90.8,455.5,3.03
7336-RLLRH,False,Hombre,False,True,False,27,True,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Anual,False,Mailed check,80.85,2204.35,2.7
7337-CINUD,False,Mujer,False,True,True,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),19.5,159.35,0.65
7338-ERIVA,False,Hombre,False,False,True,39,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Anual,False,Bank transfer (automatic),45.05,1790.6,1.5
7339-POGZN,False,Mujer,False,False,False,4,True,Yes,DSL,No,No,No,No,No,No,Mensual,False,Electronic check,50.7,214.55,1.69
7340-EBEMV,False,Hombre,False,True,False,29,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Bank transfer (automatic),80.15,2265.25,2.67
7340-KEFQE,False,Mujer,False,True,True,51,False,No phone service,DSL,Yes,No,No,Yes,No,No,Bianual,False,Bank transfer (automatic),34.2,1782.0,1.14
7341-LXCAF,True,Hombre,False,True,False,4,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,74.65,301.4,2.49
7343-EOBEU,False,Hombre,False,True,False,3,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,23.6,89.05,0.79
7346-MEDWM,False,Mujer,False,False,False,59,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mensual,True,Electronic check,83.25,4949.1,2.78
7349-ALMUX,False,Hombre,False,False,False,37,True,No,DSL,Yes,Yes,Yes,Yes,No,No,Bianual,False,Bank transfer (automatic),65.6,2313.8,2.19
7351-KYHQH,False,Mujer,True,False,False,7,True,No,DSL,No,Yes,Yes,No,Yes,No,Mensual,True,Electronic check,64.95,493.65,2.16
7351-MHQVU,False,Mujer,False,False,False,6,False,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Mensual,False,Credit card (automatic),50.95,307.6,1.7
7353-YOWFP,False,Mujer,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,20.25,129.15,0.68
7354-OIJLX,False,Hombre,False,False,False,9,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,75.85,724.65,2.53
7356-AYNJP,False,Mujer,False,False,False,4,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Electronic check,23.9,97.5,0.8
7356-IWLFW,False,Hombre,False,True,True,46,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Bank transfer (automatic),80.0,3769.7,2.67
7359-PTSXY,True,Hombre,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mensual,False,Electronic check,45.75,45.75,1.52
7359-SSBJK,True,Mujer,True,False,False,64,True,No,DSL,Yes,Yes,No,Yes,Yes,No,Bianual,True,Credit card (automatic),70.2,4481.0,2.34
7359-WWYJV,False,Hombre,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,False,Credit card (automatic),114.45,8375.05,3.82
7361-YPXFS,False,Mujer,True,False,False,28,True,Yes,DSL,No,Yes,Yes,Yes,No,No,Mensual,False,Bank transfer (automatic),64.45,1867.6,2.15
7363-QTBIW,False,Mujer,False,True,False,9,True,No,Fiber optic,No,No,No,No,No,Yes,Mensual,True,Electronic check,79.75,769.1,2.66
7365-BVCJH,False,Hombre,False,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Mensual,True,Electronic check,24.4,24.4,0.81
7369-TRPFD,False,Hombre,False,False,False,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,18.8,279.2,0.63
7372-IVBIM,False,Hombre,False,True,True,4,True,No,DSL,No,No,No,Yes,No,Yes,Mensual,False,Credit card (automatic),61.45,229.55,2.05
7375-WMVMT,False,Hombre,True,True,False,71,True,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Bianual,True,Credit card (automatic),95.5,6707.15,3.18
